material_id,material_name,material_name_fr,material_category
3906,bronze relief on duralumin,Relief en bronze sur duralumin,sculptures
3907,bronze with a black patina,Bronze avec une patine noire,sculptures
3908,bronze with a brown patina,Bronze avec une patine brune,sculptures
3909,bronze with a green patina,Bronze avec une patine verte,sculptures
3910,"bronze, brown-green patina","Bronze, patins brun-vert",sculptures
3911,"bronze, green brown patina","Bronze, patina brun vert",sculptures
3912,"bronze, light brown patina","Bronze, patins brun clair",sculptures
3913,"bronze, mixed brown patina","Bronze, patina brun mixte",sculptures
3914,cardboard and monofilament,Carton et monofilament,sculptures
3915,carved alabaster and ivory,Albâtre sculpté et ivoire,sculptures
3916,"carved wood, painted white","Bois sculpté, blanc peint",sculptures
3917,ceramic painted and glazed,Céramique peinte et vitrée,sculptures
3918,ceramic with colour glazes,Céramique avec glaçures de couleur,sculptures
3919,cloth pasted on fiberglass,Tissu collé sur fibre de verre,sculptures
3920,enameled and painted plate,Plaque émaillée et peinte,sculptures
3921,gilt-bronze and polychromy,Dorure-bronze et polychromie,sculptures
3922,"grey soapstone, bone, wood","Soapstone gris, os, bois",sculptures
3923,marble and glass and metal,Marbre et verre et métal,sculptures
3924,metallized porcelain plate,Plaque de porcelaine métallisée,sculptures
3925,"mirror, glass and aluminum","Miroir, verre et aluminium",sculptures
3926,painted and glazed ceramic,Céramique peinte et vitrée,sculptures
3927,painted polystrene on wood,Polystrène peint sur bois,sculptures
3928,"painted resin, felt & wood","Résine peinte, feutre et bois",sculptures
3929,plaster with bronze patina,Plâtre avec patins en bronze,sculptures
3930,polyurethane foam and cord,Mousse de polyuréthane et cordon,sculptures
3931,printed plastic inflatable,Gonflable en plastique imprimé,sculptures
3932,"relief, wood, oil and wire","Relief, bois, huile et fil métallique",sculptures
3933,sculpture in optical glass,Sculpture en verre optique,sculptures
3934,"shirts, gesso and iron bar","Chemises, gesso et barre de fer",sculptures
3935,"silver plate, standard 990","Plaque d'argent, standard 990",sculptures
3936,soup can in plexiglass box,Soupe en plexiglas,sculptures
3937,steel rusted and varnished,Acier rouillé et vernis,sculptures
3938,welded and patinated steel,Acier soudé et patiné,sculptures
3939,"welded steel, painted gold","Acier soudé, or peint",sculptures
3940,aluminium repousse relief,Relief de repousse d'aluminium,sculptures
3941,bronze group brown patina,Patins à la patine brune,sculptures
3942,bronze relief with patina,Relief en bronze avec patine,sculptures
3943,bronze with a blue patina,Bronze avec une patine bleue,sculptures
3944,bronze with a gold patina,Bronze avec une patine dorée,sculptures
3945,bronze with bronze patina,Bronze avec patins de bronze,sculptures
3946,bronze with color patinas,Bronze avec patins de couleur,sculptures
3947,bronze with golden patina,Bronze à la patine dorée,sculptures
3948,bronze with silver patina,Bronze avec patins d'argent,sculptures
3949,"bronze, brown-gold patina","Bronze, patins brun-or",sculptures
3950,"bronze, dark brown patina","Bronze, patins brun foncé",sculptures
3951,"bronze, dark green patina","Bronze, patine vert foncé",sculptures
3952,"bronze, gold-brown patina","Patins bronze, or-brun",sculptures
3953,"bronze, partially painted","Bronze, partiellement peint",sculptures
3954,"bronze, polychrome patina","Bronze, patine polychrome",sculptures
3955,"bronze, rich brown patina","Bronze, grande patine brune",sculptures
3956,"bronze, warm brown patina","Bronze, patins brun chaud",sculptures
3957,"bronze, with brown patina","Bronze, avec patine brune",sculptures
3958,"bronze, with green patina","Bronze, avec patine verte",sculptures
3959,"Ceramic, textured surface","Céramique, surface texturée",sculptures
3960,copper with copper relief,Cuivre avec relief de cuivre,sculptures
3961,gilt and bronze patinated,Patins dorés et bronze patinés,sculptures
3962,gilt and patinated bronze,Bronze doré et patiné,sculptures
3963,"glazed ceramic, wood base","Céramique émaillée, base de bois",sculptures
3964,glazed earthenware plaque,Plaque vitrée en terre cuite,sculptures
3965,"ink stamps, paper and ink","Tampons d'encre, papier et encre",sculptures
3966,"mask, glazed ceramic ware","Masque, céramique émaillée",sculptures
3967,"metal, aluminum and motor","Métal, aluminium et moteur",sculptures
3968,painted metal with motors,Métal peint avec des moteurs,sculptures
3969,painted wood construction,Construction de bois peint,sculptures
3970,painted wooden bas-relief,Bas-relief peint en bois,sculptures
3971,patinated metallic bronze,Bronze métallique patiné,sculptures
3972,plaster bas relief plaque,Plaque de relief en plâtre,sculptures
3973,plaster with brown patina,Plâtre avec patine brune,sculptures
3974,polarized glass and metal,Verre polarisé et métal,sculptures
3975,polyurethane paint on FRP,Peinture en polyuréthane sur FRP,sculptures
3976,remote contolled cars set,"Ensemble de wagons à distance, ensemble",sculptures
3977,remote-controlled car set,Ensemble de wagons télécommandés,sculptures
3978,stainless steel sculpture,Sculpture en acier inoxydable,sculptures
3979,steel with inlays of wood,Acier avec incrusses de bois,sculptures
3980,"wood, metal, cords, paint","Bois, métal, cordons, peinture",sculptures
3981,acrylic on Artemide lamp,Acrylique sur lampe à Artemide,sculptures
3982,acrylic on wooden relief,Acrylique sur relief en bois,sculptures
3983,aluminum and copper wire,Fil d'aluminium et de cuivre,sculptures
3984,aquarium and mixed media,Aquarium et médias mixtes,sculptures
3985,bronze and crystal glass,Verre de bronze et de cristal,sculptures
3986,bronze on a granite base,Bronze sur une base de granit,sculptures
3987,bronze with black patina,Bronze à la patine noire,sculptures
3988,bronze with brown patina,Bronze à la patine brune,sculptures
3989,bronze with green patina,Bronze avec patine verte,sculptures
3990,bronze with light patina,Bronze avec patins légers,sculptures
3991,bronze with metal patina,Bronze avec patine métallique,sculptures
3992,bronze with painted face,Bronze avec face peinte,sculptures
3993,"bronze, lost wax process","Bronze, procédé de la cire perdue",sculptures
3994,"bronze, mid brown patina","Bronze, patina brun moyen",sculptures
3995,"bronze, mid-brown patina","Bronze, patina brun moyen",sculptures
3996,"bronze, red-brown patina","Bronze, patine rouge-brun",sculptures
3997,"bronze, verdigris patina","Bronze, verdigris patina",sculptures
3998,"bronze, with blue patina","Bronze, avec patine bleue",sculptures
3999,carved wood construction,Construction de bois sculpté,sculptures
4000,ceramic partially glazed,Céramique partiellement vitrée,sculptures
4001,"ceramic, textured finish","Céramique, finition texturée",sculptures
4002,cut and bent brass sheet,Feuille en laiton coupé et plié,sculptures
4003,fiberglass & epoxi resin,Résine de fibre de verre et d'époxi,sculptures
4004,frosted glass and bronze,Verre givré et bronze,sculptures
4005,glazed white earthenware,Céramique blanche vitrée,sculptures
4006,metronome and photograph,Métronome et photographie,sculptures
4007,mixed media construction,Construction de médias mixtes,sculptures
4008,paint tubes in Plexiglas,Tubes de peinture en plexiglas,sculptures
4009,painted bronze and ivory,Bronze et ivoire peints,sculptures
4010,painted wood and plaster,Bois peint et plâtre,sculptures
4011,painted wood and plastic,Bois peint et plastique,sculptures
4012,polished stainless steel,Acier inoxydable poli,sculptures
4013,rosa di gandoglia marble,Marbre rosa di gandoglia,sculptures
4014,Rosenthal ceramic relief,Allégement en céramique de Rosenthal,sculptures
4015,soldered stainless steel,Acier inoxydable soudé,sculptures
4016,steel panel with pigment,Panneau en acier avec pigment,sculptures
4017,Sterling silver and wood,Sterling argent et bois,sculptures
4018,terracotta and India ink,Terracotta et encre de l'Inde,sculptures
4019,terracotta painted black,Terracotta peint en noir,sculptures
4020,terre de faience pitcher,Pitcher terre de faience,sculptures
4021,transparency in lightbox,Transparence dans la boîte de lumière,sculptures
4022,unglazed ceramic pitcher,Pichet en céramique non vitrée,sculptures
4023,welded copper and bronze,Cuivre et bronze soudés,sculptures
4024,white and colored marble,Marbre blanc et de couleur,sculptures
4025,white crystalline marble,Marbre blanc cristallin,sculptures
4026,wood on plexiglass board,Bois sur carton plexiglas,sculptures
4027,assemblage set in resin,Assemblage en résine,sculptures
4028,black earthenware plate,Plaque de terre noire,sculptures
4029,blue silk on balsa wood,Soie bleue sur bois de balsa,sculptures
4030,bronze on a marble base,Bronze sur socle en marbre,sculptures
4031,bronze on a wooden base,Bronze sur une base en bois,sculptures
4032,bronze with blue patina,Bronze à la patine bleue,sculptures
4033,bronze with dark patina,Bronze avec patins foncés,sculptures
4034,bronze with gilt patina,Bronze à la patine dorée,sculptures
4035,bronze with gold patina,Bronze avec patins d'or,sculptures
4036,bronze with marble base,Bronze avec socle en marbre,sculptures
4037,"bronze, silvered patina","Bronze, patins argenue",sculptures
4038,carved and painted wood,Bois sculpté et peint,sculptures
4039,ceramic and mixed media,Les milieux céramiques et mixtes,sculptures
4040,ceramic with pink glaze,Céramique avec glaçure rose,sculptures
4041,"cloth, acrylic and wood","Tissu, acrylique et bois",sculptures
4042,cold painted terracotta,Terracotta peint à froid,sculptures
4043,color plastic & mini cd,Plastique couleur & mini cd,sculptures
4044,durotrans and light box,Durotrans et boîte lumineuse,sculptures
4045,expansion in blue glass,Expansion en verre bleu,sculptures
4046,glaed white earthenware,Céramique blanche vitrée,sculptures
4047,"granite, stain of stone","Granit, tache de pierre",sculptures
4048,mixed media on aluminum,Médias mixtes sur l'aluminium,sculptures
4049,oil on board & bone box,Huile sur carton et boîte osseuse,sculptures
4050,oil on cut-out aluminum,Huile sur aluminium découpé,sculptures
4051,Patinated Bronze statue,Statue en bronze Patinée,sculptures
4052,Polarized glass & metal,Verre et métal polarisé,sculptures
4053,soldered painted bronze,Bronze peint en soudé,sculptures
4054,terra cotta with patina,Terre cuite avec patine,sculptures
4055,terre de fa?ence plate,Terre de fa?ence,sculptures
4056,white earthenware plate,Plaque de terre cuite blanche,sculptures
4057,wood and fabric painted,Bois et tissu peints,sculptures
4058,"wood, plastic and glass","Bois, plastique et verre",sculptures
4059,"acrylic, and Plexiglas",Acrylique et plexiglas,sculptures
4060,aluminum sprayed white,Aluminium pulvérisé blanc,sculptures
4061,black patinated bronze,Bronze patiné noir,sculptures
4062,bread dough and a shoe,Pâte à pain et une chaussure,sculptures
4063,bronze and copper wire,Fil de bronze et de cuivre,sculptures
4064,bronze and gilt bronze,Bronze et bronze doré,sculptures
4065,bronze on a stone base,Bronze sur une base en pierre,sculptures
4066,bronze with ark patina,Bronze avec la patine de l'arche,sculptures
4067,brown patinated bronze,Bronze patiné brun,sculptures
4068,"burlap, resin and iron","Burlap, résine et fer",sculptures
4069,clay vase glazed white,Vase en argile blanc vitré,sculptures
4070,craquelure earthenware,Faïence de craquelures,sculptures
4071,enameled painted plate,Plaque peinte émaillée,sculptures
4072,gilded wood and mirror,Bois doré et miroir,sculptures
4073,gilt metal and perspex,Métal doré et perspex,sculptures
4074,gilt-bronze and marble,Dorure-bronze et marbre,sculptures
4075,"glass, ink and collage","Verre, encre et collage",sculptures
